ingredient_id,ingredient_eng,ingredient_kor,function,description,skin_concerns
ingr_0565,Phenylethyl Resorcinol,페닐에틸레조르시놀,,"A skin-lightening and antioxidant active ingredient derived from a molecule that exists naturally in Pine tree. According to the clinical results of the manufacturer , 0.5% of phenylethyl resorcinol is more effective than 1% of well-known skin-lightener kojic acid. Though the results from the manufacturer sound quite promising, a skin-lightening study from 2013 involving phenylethyl resorcinol shows quite moderate results . In the 80 participants, 12-week study, phenylethyl resorcinol was combined with three other actives (disodium glycerophosphate, L-leucine, and undecylenoyl phenylalanine) and only 57% of the participants showed at least a moderate response and 17% did not improve at all.",
ingr_0566,Ruscus Aculeatus Root Extract,나도히소뿌리추출물,,"The extract coming from Butcher’s Broom, a common evergreen shrub in the Mediterranean countries. It is known as a potent venous vasoconstrictor , meaning that it helps the narrowing of the blood vessels and increases the microcirculation. In cosmetic products, this mainly translates to being a good astringent, refreshing and toning ingredient, as well as being an anti-redness, soothing and anti-cellulate agent.",
ingr_0567,Pistacia Lentiscus Gum,피스타치아렌티스쿠스검,,"Mustic gum is an aromatic resin coming from the bark of a tree that grows on the Greek island of Chios. It was traditionally used as a chewing gum to clean the teeth and freshen the breath thanks to its anti-microbial properties . As for modern skincare, it is the active ingredient in a skin care complex trade named PoreAway, that is claimed to tighten dilated pores and reduce shine . It works by blocking 5α reductase type I, an enzyme that has an important role in the sebum-producing process (by converting testosterone to dihydrotestosterone, aka DHT, that is the main sebum producing hormone in the skin). Do not expect miracles though: according to the in-vivo test conducted by the manufacturer, 2% PoreAway refined pores only by 8% after 14 days and 15% after 28 days. We are not sure if this is a change that you can really feel and see on your skin, or if it's just a ""statistically significant change"" that can be measured in the lab.",
ingr_0568,Methyl Methacrylate/​PEG/​PPG-4/​3 Methacrylate Crosspolymer,메틸메타크릴레이트/피이지/피피지-4/3메타크릴레이트크로스폴리머,,"Little spherical shaped particles that are modified to become water-loving so that they can be easily used in water-based formulas. They enhance the product texture and have light-diffusion, aka soft-focus effect properties.",
ingr_0569,Isoamyl Laurate,아이소아밀라우레이트,,"A naturally derived (Ecocert approved) colorless to yellowish oily liquid that's touted as a natural silicone alternative . It's claimed to have great sensorial properties: light but caring, velvety, silky and non-sticky . It's also great at dissolving UV-filters in sunscreens or dispersing pigments in makeup products. You can also bump into Isoamyl Laurate in hair care products as a hair conditioner that makes combing easier without build up.",
ingr_0570,C12-14 Pareth-12,C12-14 파레스-12,,"An emulsifier (helps oily and watery things to mix) that usually comes to the formula as the buddy of the oil-dispersible silicone powder Dimethicone/Vinyl Dimethicone Crosspolymer .  The two together create a pre-emulsified, water-loving version of the elastomeric silicone powder which gives products a nice silky feel and has sebum absorption capabilities.",
ingr_0571,Perfluoroperhydrophenanthrene,퍼플루오로퍼하이드로페난트렌,,"A fluorocarbon that contains only fluorine and carbon. It's usually mixed with other fluorocarbons and goes by the trade name Fiflow. You can read more about what it might do on the skin at its fluorocarbon buddy, Perfluorodecalin .",
ingr_0572,Perfluorohexane,퍼플루오로헥산,,"A fluorocarbon that's like a hydrocarbon but instead of hydrogen and carbon, it only contains fluorine and carbon. It's usually mixed with other fluorocarbons and goes by the trade name Fiflow. You can read more about what it might do on the skin at its fluorocarbon buddy, Perfluorodecalin .",
ingr_0573,Perfluorodecalin,퍼플루오로데칼린,,"Perfluorodecalin is a fluorocarbon , a molecule that contains nothing else but carbon and fluorine. It's usually mixed with other fluorocarbons and goes by the trade name Fiflow. Fiflows are interesting materials: they are very stable (inert), heavy liquids that are neither water nor oil soluble but they create a third phase in emulsions. They can carry gasses , notably Oxygen, Nitrogen and Carbon Dioxide into the formula. The manufacturer claims that Fiflow blends can have all kinds of good effects on the skin: they can have wound healing, muscle relaxation, and dermal filling effect and they might also improve skin renewal and skin elasticity.",
ingr_0574,PEG-20 Glyceryl Triisostearate,PEG-20 글리세릴트라이아이소스테아레이트,,"A clear pale yellow liquid that works as a highly effective but mild surfactant . According to the manufacturer ,  Peg-20 Glyceryl Triisostearate can create microemulsion facial cleansers (microemulsions are a mixture of water, oil, and surfactants) that are crystal clear, gentle to the skin and can easily be rinsed off leaving no oily residue . If you like oil cleansers but do not like to remove them with a washcloth, look out for this ingredient to find the perfect emulsifiable, water-rinsable oil cleanser.",
ingr_0575,Pongamia Glabra Seed Oil,퐁가미아글라브라종자오일,,"Karanja Oil comes from a medium-sized, evergreen tree called Pongamia Pinnata that is found throughout Southeast Asia. All parts of the tree have several traditional medicinal uses and the oil specifically has insecticidal and antiseptic properties. It's traditionally used to treat skin infections such as eczema or psoriasis. According to the manufacturer's information , used at a 3-5% concentration, Karanja Oil can serve as a natural preservative in cosmetic products. It has excellent bacterial and fungal control and can even add additional antioxidant benefits to the skin.",
ingr_0576,Ethylhexyl Stearate,에틸헥실스테아레이트,,"A clear, almost colorless (or slightly yellowish) oily liquid (an ester to be precise) that's used as a medium spreading emollient . It gives skin a nice and smooth after-feel and it's very good at reducing oiliness or greasiness coming from other heavier oils in the formula.",
ingr_0577,Kaolin,카올린,,"Kaolin is a type of clay or to be precise, a naturally occurring hydrous aluminum silicate. When you hear clay, you probably think of a muddy greenish-black mess, but that one is bentonite , and this one is a fine, white powder. It is so white that it's also often used, in small amounts, as a helper ingredient to give opacity and whiteness to the cosmetic formulas. As a clay, it's absorbent and can suck up excess sebum and gunk from your skin, but less so than the more aggressive bentonite . As it's less absorbent, it's also less drying and gentler on the skin, so it's ideal for dry and sensitive skin types.",
ingr_0578,Sorbitan Trioleate,솔비탄트라이올리에이트,,"A very oil-loving emulsifier that can help oil and water to mix, especially if it is mixed with a water-loving emulsifier. Chemically speaking, it is related to Sorbitan Oleate , but instead of attaching one Oleic Acid to the sorbitan molecule, three Oleic Acids are attached making the whole molecule even more oil-loving (oleic part) and less water-loving (sorbitan part).",
ingr_0579,Sodium Cocoyl Isethionate,소듐코코일이세티오네이트,,"A cleansing agen t that's claimed to be so gentle on the skin that it hardly impacts the skin barrier. It also gives a rich, creamy foam, it's based on vegetable fatty acids and is readily biodegradable. It's an especially important and popular ingredient in ""syndet bars"" (or soapless soaps). Dr. Leslie Baumann says in her great Cosmetic Dermatology book that thanks to the unique molecular characteristic of Sodium Cocoyl Isethionate, it ""has defined a new dimension in the mildness of cleansing bars "".",
ingr_0580,Disodium Cocoamphodipropionate,다이소듐코코암포다이프로피오네이트,,"A mild cleansing agent with amphoteric structure meaning that its head contains both a positively and a negatively charged part (surfactants are most commonly anionic meaning their head has a negative charge).  It is chemically very similar to more commonly used Disodium Cocoamphodiacetate , though it is not quite as mild as that one. Paired with an anionic surfactant, it still helps to reduce irritation potential and improve foaming .",
ingr_0581,Citrus Nobilis Peel Oil,만다린 껍질 오일,,"The essential oil coming from the peel of the mandarin orange or tangor. In general, the main component of citrus peel oils is limonene (77-86% for mandarin peel), a super common fragrant ingredient that makes everything smell nice (but counts as a frequent skin sensitizer).  Apart from smelling nice (and thus being a popular natural fragrance alternative), Mandarin Orange Oil also has significant antioxidant properties that's comparable to synthetic antioxidant BHT or oil-soluble antioxidant big shot vitamin E . On the con side, the fragrant components of citrus peels might irritate sensitive skin and citrus peels also contain the problematic compound called furanocoumarin that makes them (mildly) phototoxic . Orange mandarin peel contains less from it than some other citruses (like bergamot or lime), but still, be careful with it especially if it's in a product for daytime use.",
ingr_0582,Sodium Lauroyl Glutamate,소듐라우로일글루타메이트,,A mild amino acid based surfactant with great foaming properties. Can be used also for sensitive or baby skin.,
ingr_0583,Isoamyl Cocoate,아이소아밀코코에이트,,"A natural emollient ester derived from sugar beets and coconut oil. It's a very light liquid that absorbs quickly into the skin and has a non-oily skin feel . The manufacturer says it's produced in an innovative, eco-friendly way that saves about 60% on energy consumption and CO2 emission compared to traditional manufacturing methods.",
ingr_0584,Disodium Lauryl Sulfosuccinate,다이소듐라우릴설포석시네이트,,"A cleansing agent that's popular in ""syndet bars"" (soapless soaps) for its good foaming properties . It can also improve the mildness of famously aggressive, irritating surfactant, sodium lauryl sulfate (SLS).",
ingr_0585,Colloidal Oatmeal,콜로이달 오트밀,,"The finely ground version of whole oat kernels that has well-established skin soothing, skin-protecting and antioxidant abilities. We have a shiny description of oat extract in skincare here .  It is a real goodie ingredient for dry, irritated, inflamed or eczema-prone skin.",
ingr_0586,C20-40 Pareth-10,C20-40 파레스-10,,"A petrochemical derived ingredient that works as an emulsifier for heavy or difficult to disperse ingredients like waxes, pigments, and silicones. It also makes hydroalcoholic formulas thicker and more moisturizing.",
ingr_0587,Olive Oil PEG-7 Esters,올리브 오일 피이지-7 에스터,,"An olive oil-derived, water-soluble, but ""oily"" liquid that works both as an emollient (makes skin nice and smooth) and as a co-emulsifier . It's claimed to offer a distinctive skin smoothness and long-term moisturizing effects while also being great at solubilizing fragrances into water-based products or being a co-emulsifier in oil-in-water emulsions.",
ingr_0588,Polymethylsilsesquioxane,폴리메틸실세스퀴옥세인,,A spherical texturizing powder that's used as a texture enhancer and soft focus agent . It's claimed to give silicone type softness to the formula and also works as a (temporary) wrinkle filler.,
ingr_0589,PEG-6,피이지-6,,"A  clear viscous polymer (a molecule from repeated subunits) liquid that works as a solvent and humectant . According to manufacturer info , it's recommended for all kinds of washing products (like hand dishwashing detergents or fine-fabric washing powders) and is ideal as a viscosity regulator, detergent booster, and solubilizer.",
ingr_0590,C14-22 Alcohols,C14-22 알코올,,"A 100% vegetable origin emulsifier that usually comes to the formula with its buddy called C12-20 Alkyl Glucoside . The duo is trade-named Montanov L and works as an effective oil in water emulsifier. It creates ultra-soft, light texture , has excellent dermo-compatibility and is readily biodegradable. Chemically speaking, it is a mixture of fatty alcohols with 14 to 22 carbon atoms in their fatty chains.",
ingr_0591,Cetyl Dimethicone,세틸디메치콘,,"A helpful emollient ingredient that gives products a light, smooth-skin feeling . You’ll find it mostly in products containing SPF, as, according to several manufacturers , it can increase the water resistance and spreadability of UV filters. With better spreadability, less filters are needed to provide the same SPF, making the formula lighter and nicer to use and with improved water resistance, your protection will last that bit longer in the pool.",
ingr_0592,Potassium Cetyl Phosphate,포타슘세틸포스페이트,,A white to beige powder that is described as the golden standard emulsifier for emulsions (oil+water mixtures) that are difficult to stabilize. It is especially popular in sunscreens as it can boost SPF protection and increase the water-resistance of the formula.,
ingr_0593,Petrolatum,페트롤라툼,,"The famous Vaseline or Petroleum Jelly. Just like mineral oil , it is also a by-product of refining crude oil, aka petroleum, and it is also a mixture of hydrocarbons but with bigger (C18-90+) carbon chain length. The unique thing about petrolatum is that it is the most effective occlusive agent known today . While the occlusivity of mineral oil is in the same league as the occlusivity of plant oils, petrolatum is in a league of its own. It sits on top of the skin and hinders so-called transepidermal water loss (TEWL) like nothing else . This comes in handy healing cracked lips or severely dry skin patches, though overdoing it (i.e. reducing TEWL by more than 40%) is not good as it can create a nice moist place for fungi and bacteria to grow. As for petrolatum and safety, we can write here pretty much the exact same thing as we have written at mineral oil . There is no evidence whatsoever that cosmetic, USP grade petrolatum is carcinogenic. It also does not absorb into the skin but sits on top of it and that in itself greatly minimises health risks. It also has a long history of safe use, as it was first used as a skincare product more than 100 years ago, in 1872 to be precise. It is also non-comedogenic , though its pure form is very heavy and greasy so combination and oily skin types might want to avoid it anyway. Overall , it is the gold-standard occlusive agent known today and a tub of Vaseline comes in handy in any household to heal cracked lips or other severely dry skin patches.",
ingr_0594,Disodium Laureth Sulfosuccinate,다이소듐라우레스설포석시네이트,,"A cleansing agent that's described by multiple manufacturers as a very mild, non-irritating surfactant but with great foam properties . It's recommended for gentle cleansers suitable for sensitive or baby skin.",
ingr_0595,Sucrose Palmitate,수크로오스팔미테이트,,"A sugar ester (sucrose + palmitic acid) that works as a natural emulsifier (helps oil and water to mix). According to the manufacturer , it has a great skin-feel, improves smoothness, emolliency and even hydrates the skin. Combined with another sugar ester, sucrose stearate , it can improve high temperature stability of Sucragel based oily gel cleansers.",
ingr_0596,Sucrose Stearate,수크로오스스테아레이트,,A sugar ester (sucrose + stearic acid) that works as a natural emulsifier (helps water and oil to mix). It's popular in oily gel cleansers as it improves the high-temperature stability of the formula.,
ingr_0597,Ethylhexyl Hydroxystearate,에칠헥실하이드록시스테아레이트,,A heavy-duty emollient ester that comes in the form of a pale yellow semi-solid paste. It mainly stays on the surface of the skin and gives skin protection and occlusivity .,
ingr_0598,C12-20 Alkyl Glucoside,C12-20알킬글루코사이드,,A 100% vegetable origin emulsifier that usually comes to the formula with its buddy called C14-22 Alcohols . The duo is called Montanov L and two together help to create ultra-soft light formulas.,
ingr_0599,Sodium Ascorbyl Phosphate,소듐아스코빌포스페이트,,"The sodium salt form of skincare superstar, vitamin C . If you do not know what the big fuss about vitamin C is, you are missing out and you have to click here and read all the geeky details about it. Pure vitamin C (aka ascorbic acid, AA) is great and all, but its lack of stability is a big challenge for the cosmetics industry. One solution is to create stable derivatives that can be absorbed into the skin, convert there to AA and do all the magic AA is proven to do (which is being an antioxidant, a collagen booster, and a skin brightener). SAP (the vit C derivative, not the enterprise software, obvs) is a promising derivative that has great stability up to pH 7. The challenge with it though is skin penetration . Unfortunately, it seems to be limited , or to quote a great article from the Journal of Cosmetic Dermatology ""topically applied ascorbyl phosphate salts are, at very best, poorly absorbed in comparison with AA"". Regarding conversion to AA, there seems to be no data about it, so we can neither deny nor confirm it. We have better news regarding the three magic abilities of vitamin C: there is in-vivo (tested on real people) data showing that SAP does have photo-protective (aka antioxidant) properties , though less than pure AA. SAP might also aid collagen boosting; in-vitro (made in the lab) data shows that it works, but is less effective than another vitamin C derivative, called MAP (that seems to be as effective as pure AA). As for skin-brightening, there is a trade publication with in-vivo data showing that SAP can fade brown spots . Another thing SAP might be able to do is to help with acne. A 2005 study showed in vitro (in test tubes) that 1% SAP has a strong antimicrobial activity on evil acne causing P. acnes and it also showed in vivo (on real people) that 5% SAP can strongly improve the inflammatory and non-inflammatory lesions of acne vulgaris. In fact, the results were comparable or even slightly better than with 5% benzoyl peroxide. And there is even more regarding SAP and acne. A nice double-blind study from 2009 showed that  5% SAP reduced the inflammatory lesions by 20.14% and 48.82% within 4 and 8 weeks respectively and when combined with 0.2% retinol the results were even better. With this combination treatment, the improvement was 29.28% after 4 weeks and 63.10% after 8 weeks of application. Aside from research studies, anecdotal evidence also supports SAP being a promising vitamin C derivative. One of the best-selling (vitamin C) serums in Sephora is the Ole Henriksen Truth Serum, while on Amazon it's the OzNaturals Vitamin C 20 Serum. Another popular choice is the Mad Hippie Vitamin C serum, and all of these contain vitamin C in the form of SAP. Overall, we think SAP is a goody! In terms of anti-aging, it's probably not as effective as pure Ascorbic Acid , but it's totally worth a try. However, if your skin is acne-prone, SAP is your form of Vitamin C and it's a must-try.",
ingr_0600,Montmorillonite,몬모릴로나이트,,"A type of clay that was originally found next to the French village, Montmorillon. Nowadays, Montmorillonite is used almost like a synonym for the most common type of clay, bentonite . Technically bentonite is montmorillonite and additional crystalline structures, or to put it another way, montmorillonite is 100% clean bentonite. As for montmorillonite in skincare products, it's used for its magic absorbent properties . It's excellent at instantly sucking up sebum and gunk from the skin and it might even be helpful in treating some rashes or skin irritations (contact dermatitis). But be careful, it can also be drying .",
ingr_0601,Potassium Azeloyl Diglycinate,포타슘아젤로일디글리시네이트,,"A derivative of clinically proven, superstar ingredient Azelaic Acid and hydrating amino acid Glycine . Azelaic acid is an awesome ingredient with anti-inflammatory, skin lightening and anti-acne effects, but its insolubility (it's soluble neither in water nor in oil) makes it difficult to use it in a cosmetically elegant and versatile way. The solution is supposed to be Potassium Azeloyl Diglycinate, at least according to the manufacturer . The derivative is very water soluble, easy to use in nice formulas and inherits all the lovely properties of Azelaic acid. It acts as a skin brightening agent via Tyrosinase (a famous enzyme needed to make melanin) inhibition and also has significant sebum normalizing activity. Regarding research, we could find two studies where Potassium Azeloyl Diglycinate's name popped up. One study examined the management of rosacea and the other one researched the treatment of melasma . Both were successful (we mean people showed improvement :)) but our Azelaic acid derivative was combined with other actives so it's hard to know what to attribute to this guy only. Overall , a promising multi-function active that's worth checking out if you have pigmentation-prone, acne-prone or rosacea-prone skin.",
ingr_0602,Resveratrol,레스베라트롤,,"If you are looking for a reason why red wine is good for you, good news, you have found it! Resveratrol, aka the "" red grape antioxidant "" is the thing that's suspected to keep the French from coronary heart disease despite their not so healthy eating habits (such as high saturated fat intake). So resveratrol, found in the seed and skin of the red grape (and berries), is a pretty well-known and well-studied molecule that has potent antioxidant, anti-inflammatory, and anticarcinogenic abilities . Most of the studies were done examining resveratrol's promising anti-cancer properties, but as for skin care, it shows a potent protective effect against UV-caused oxidative stress as well as promising effects against multiple types of skin cancer including the most severe one, melanoma (as an adjuvant therapy). When it comes to skincare and antioxidants, ""the more the merrier"", so resveratrol is definitely a nice addition to any skincare routine.",
ingr_0603,Bentonite,벤토나이트,,"When it comes to oil-absorbing clay masks, bentonite will probably be one of the first ingredients on the INCI list. Technically bentonite clay is mostly montmorillonite + something else, and thanks to the something else bit, bentonite comes in different types and colors . The color depends on the mineral content of the clay : white bentonite is rich in boron and fluoride, yellow is rich in manganese and zinc, green is rich in copper, zinc, and manganese and the pink clay is rich in boron. No matter the color, bentonite is excellent at absorbing things : it can suck up the sebum and gunk from the skin and make it instantly smooth and matte. Not only that, but bentonite has a negative ionic charge and thus can attract things with a positive charge. Things with a positive charge include bad bacteria and toxins and bentonite clay masks can help to clear those out of the skin and pores (btw, bentonite is edible and has the same detoxifying effect internally). Thanks to bentonite's effect against bad bacteria and pathogens, there is also some research showing that bentonite can help to calm skin infections , soothe skin allergies and might work for skin conditions like psoriasis and eczema . On the other hand, the downside of bentonite being such a good absorbent is that it can suck up more than the excess sebum and used too often, it can easily dry out the skin . So use it for good measure, and never forget to moisturize afterwards.",
ingr_0604,Sarcodon Aspratus Extract,능이버섯추출물,,"The extract coming from a nice mushroom with a  large, brownish cap with large brown scales. It contains a bunch of potentially useful stuff: fatty acids, polysaccharides, sterols and antioxidant polyphenols (gallic acid). In skin care products, its most well-established job is being an antioxidant agent .",
ingr_0605,Tuber Melanosporum Extract,트러플추출물,,"If you are into fine dining, I am sure you have seen black truffle being grated by the waiter on top of your food in a Micheline star restaurant. It's one of the most expensive edible mushrooms in the world. As for what it's doing in a cosmetic product, it's a great question and we cannot say that there are tons of great research papers out there giving a reliable answer. What we could find is a patent application claiming that a cosmetic product with black truffle extract can fight reactive oxygen species (aka antioxidant ), it can improve blood flow by expanding the capillary blood vessels and it can inhibit skin irritation . Other tiny bits of infos we could piece togeather say that Tuber Melanosporum Extract works as a humectant (water-binding) moisturizer or that it's good (but not very good) as an antioxidant, anti-aging and anti-inflammatory agent.",
ingr_0606,Zanthoxylum Piperitum Fruit Extract,초피나무열매추출물,,"If you are into Japanese cuisine, you might know this guy as Japanese pepper or Sanshō pepper that is known for its unique fresh aroma and appetite increasing spicy sensation. As for the skin benefits of Zanthoxylum Piperitum, it might have antioxidant effects (with active components called hyperoside and quercitrin ), but more importantly, it is an antibacterial and natural preservative agent. It is pretty common in K-Beauty products, as it's one of the three natural extracts that make up the popular Korean preservative called EURO-NApre. Combined with Usnea Barbata and Pulsatilla Koreana , these three extracts are claimed to form a natural preservative system that also has anti-inflammatory effects and might help with skin conditions such as blemishes, atopic dermatitis, and dandruff. On the flip side, Zanthoxylum Piperitum contains fragrant components (Limonene and Citrone), that might irritate sensitive skin.",
ingr_0607,Arachidyl Glucoside,아라키딜글루코사이드,,"An ingredient that is created from the attachment of the water-loving sugar molecule, glucose , and an oil-loving 20 carbon long fatty chain. This makes it a partly water- and partly oil-soluble material, meaning it functions as an emulsifier helping oil and water to mix . Most often, it comes to the formula coupled with two fatty alcohol friends, Arachidyl and Behenyl alcohol, to make up an emulsifier trio trade named Montanov 202. As described by its manufacturer , the main thing of Montanonv 202 is that it gives creams a unique evanescent and light feel with a matt finish . It also leaves the skin soft, but not oily, is hypoallergenic and non-comedogenic making it perfect for both oily and sensitive skin formulas.",
ingr_0608,Arachidyl Alcohol,아라키딜알코올,,A fatty alcohol (the non-drying type with a long oil loving chain of 20 carbon atoms) that is used to increase the viscosity of the formula and it also helps the oily and the watery parts to stay nicely mixed together (called emulsion stabilizing ).,
ingr_0609,Usnea Barbata Extract,우스니아추출물,,"The extract coming from the alpine lichen, Usnea Barbata. It is known for its excellent efficacy against gram-positive bacteria, meaning that it can serve as a natural preservative and deodorant agent . Its main biologically active component is usnic acid (a molecule produced only by lichens) that's not only an antibacterial agent, but also has antioxidant, anti-inflammatory and wound-healing promoting effects. According to manufacturer info ,  the antibacterial activity of Usnea Barbata makes the ingredient helpful against body odor, blemished skin, and dandruff. It is also very common in K-Beauty products, as it is part of a popular Korean natural preservative system trade named EURO-Napre (combined with Zanthoxylum Piperitum and Pulsatilla Koreana ).",
ingr_0610,Pulsatilla Koreana Extract,할미꽃추출물,,"The extract of Korean Pasque Flower that is mostly used for its antimicrobial and natural preservative activities. It usually comes to the formula combined with Zanthoxylum Piperitum and Usnea Barbata , as the three extracts make up a popular Korean natural preservative system trade named EURO-NApre. The plant extract is also a traditional oriental herbal medicine that is known for its analgesic, anti-inflammatory, and astringent effects.",
ingr_0611,Linum Usitatissimum Seed Oil,아마씨 오일,,"The oil coming from the plant Linum Usitatissimum or commonly called Flax . If you are into healthy eating, you probably know flaxseeds as a rich source of hard-to-eat-enough omega-3 fatty acids , or if you are into fashion, you probably have some light summer cloth made from linen . As for skincare, flaxseed oil is one of the few natural plant oils that is a rich source (35-65%) of moisturizing and probably anti-inflammatory ω-3 fatty acid , aka linolenic acid . It also contains skin-nourishing oleic acid (11-35%) and barrier repairing linoleic acid (11-24%). According to manufacturer claims , it is used as an emollient, anti-inflammatory and healing agent and it is well-known to create smooth and soft skin.",
ingr_0612,Citrus Aurantium Bergamia Fruit Oil,베르가모트 오일,,"The essential oil coming from the fruit (probably the rind) of the bergamot orange .  It's a common top note in perfumes and contains (among others) fragrant compounds limonene (37%), linalyl acetate (30%) and linalool (8.8%). A well-known issue with bergamot oil (apart from the fragrance allergens) is that it contains phototoxic compounds called furanocoumarins, but more and more commonly furanocoumarin-free versions are used in cosmetic products. Still, if you have sensitive skin and prefer fragrance-free products, bergamot oil is not for you.",
ingr_0613,Linolenic Acid,리놀렌산,,"The famous omega-3 fatty acid , the mother of all ω-3 fatty acids in our body. Next to linoleic acid , it is the other essential fatty acid that our body cannot synthesize and we have to ingest it from our food. It is also a PUFA, aka polyunsaturated fatty acid with three double bonds, a kinky chemical structure and thus a liquid consistency. While linoleic acid is abundant in the skin, this is not the case with alpha-linolenic acid (ALA). It is not entirely clear if it is meant to be like that or if this is a consequence of not eating enough Omega-3 with the typical Western diet . Leafy green vegetables, walnuts, flax seeds and fish oils are rich sources of ALA and if you are not eating a lot from these, supplementing with fish oil is a pretty good idea backed by research. It is a good idea both in terms of general health benefits as well as potentially improving inflammation-related skin issues such as atopic dermatitis or acne. As for using ALA topically, we have to say that its role and effects seem to be less direct than with LA . ALA's main role in the skin appears to be modulating the immune response of the epidermis. This is probably helpful for inflammatory skin diseases but most studies examine ALA as an oral supplement and not when applied topically. One exception, we could find, is a study that found that topically applied ALA has nice spot-fading abilities. To be honest, it seems to us that oral supplementation of ALA is more important than smearing it all over your face. However, that is not to say that topical ALA is a bad thing, it is a good thing. It is a skin-identical ingredient, it is probably moisturizing and anti-inflammatory but its topical effects are less established than that of fellow omega fatty acid, linoleic acid .",
ingr_0614,Zinc Oxide,징크옥사이드,,"When it comes to sunscreen agents, Zinc Oxide is pretty much in a league of its own . It's a physical (or inorganic) sunscreen that has a lot in common with fellow inorganic sunscreen Titanium Dioxide (TiO2) but a couple of things make it superior even to TiO2. If physical sunscreens don't tell you anything, go ahead and read about the basics here . Most of what we wrote about Titanium Dioxide is also true for Zinc Oxide so we will focus here on the differences. The first main difference is that while TiO2 gives a nice broad spectrum protection, Zinc Oxide has an even nicer and even broader spectrum protection. It protects against UVB, UVA II, and UVA I almost uniformly, and is considered to be the broadest range sunscreen available today . It's also highly stable and non-irritating . So much so that Zinc Oxide also counts as a skin protectant and anti-irritant . It's also often used to treat skin irritations such as diaper rash. As for the disadvantages, Zinc Oxide is also not cosmetically elegant. It leaves a disturbing whitish tint on the skin , although , according to a 2000 research paper by Dr. Pinnell, it's slightly less white than TiO2. Still, it's white and disturbing enough to use Zinc Oxide nanoparticles more and more often. We wrote more about nanoparticles and the concerns around them here , but the gist is that if nanoparticles were absorbed into the skin that would be a reason for legitimate health concerns. But luckily, so far research shows that sunscreen nanoparticles are not absorbed but remain on the surface of the skin or in the uppermost (dead) layer of the skin. This seems to be true even if the skin is damaged, for example, sunburnt. All in al l, if you've found a Zinc Oxide sunscreen that you are happy to use every single day, that's fantastic and we suggest you stick with it. It's definitely one of the best, or probably even the best option out there for sun protection available worldwide.",
ingr_0615,Citrus Reticulata Peel Oil,만다린 껍질 오일,,"The essential oi l coming from the rind of the mandarin orange also called tangerine. In general, the main component of citrus peel oils is limonene (80-97%), a super common fragrant ingredient that makes everything smell nice (but counts as a frequent skin sensitizer). Other than that, citrus peel also contains the problematic compound called furanocoumarin that makes them mildly phototoxic. In general, the sweeter the citrus, the less it contains, so tangerine peel contains less of it than some other citruses (like bergamot or lime), but still, be careful with it especially if it is in a product for daytime use.",
ingr_0616,Bis Stearyl Ethylenediamine/​Neopentyl Glycol/​Stearyl Hydrogenated Dimer Dilinoleate Copolymer,비스스테아릴에틸렌디아민/네오펜틸글라이콜/스테아릴하이드로제네이티드다이머다이리놀리에이트코폴리머,,"This terribly long named thing is a vegetable derived (yes, we are surprised too) polymer (big molecule from repeated subunits) that's used to form stable, nice-feeling water-in-gelled oil or silicone-in-gelled oil emulsions . It's also claimed to be an excellent water and sweat repellent agent for sunscreens, lotions, and balms.",
ingr_0617,Citrus Aurantium Dulcis Fruit Extract,오렌지 추출물,,"We have to start by writing that there are about 900 citrus species in the world, and plenty of them are used to make different kinds of extracts used in cosmetics. This particular one, Citrus Aurantium Dulcis Fruit Extract is a very common ingredient, however, the species ""Citrus Aurantium Dulcis"" seem to exist only on ingredient lists and the real world calls this guy Citrus Sinensis or, you know, orange. To complicate matters further, there are lots of varieties and lots of extraction methods, so it is a bit hard to know what you are getting with this one, but we will try our best to summarize the possibilities. A very common scenario is that  Citrus Aurantium Dulcis Fruit Extract is on the ingredient list for its mild, natural exfoliant properties. It contains mainly citric acid and some malic acid , AHA exfoliants known for their skin renewing properties. If that's the case, it is usually combined with other AHA containing fruits such as bilberry , sugar cane , lemon , and sugar maple in a super popular ingredient mix trade named ACB Fruit Mix . But orange fruit is loaded with lots of other active compounds with a wide variety of possible effects. A well-known one is the antioxidant vitamin C, aka ascorbic acid , but the dosage will vary based on the extraction method, and it’s possible that some of the ascorbic acid content will degrade before extraction process even takes place. If you want vitamin C in your skincare, that is smart, but do not rely on orange fruit extract for it. Flavonoids ( hesperidin, naringin, luteolin, and ferulic acid ) are also nice active compounds with possible antioxidant, anti-inflammatory, and vasoprotective effects . Some of them (namely hesperidin and luteolin ) might even have skin brightening activity by inhibiting tyrosinase, the famous enzyme needed for melanin production. The orange extract also contains carbohydrates, aka sugars (mostly glucose, fructose, and sucrose, but also some bigger polysaccharides such as pectin) giving the ingredient some moisturizing properties. Some essential oil content is usually also present in citrus fruit extracts, which means a nice scent and antibacterial properties, but also some questionable compounds such as fragrance allergen limonene or phototoxic compound bergaptene. If the amount is big enough to worry about is questionable, probably not, however, the same question applies to all the nice beneficial compounds. Overall, we think that the orange fruit extract is a very complex ingredient with lots of potentially good things in it, but we could not find proper in-vivo (made on real people) studies made with standardized extracts to validate what it really does or does not under real-world use cases.",
ingr_0618,Coco-Caprylate,코코-카프릴레이트,,"A clear, colorless to slightly yellowish oil that makes the skin nice and smooth (emollient), spreads easily on the skin and is marketed as a good alternative to volatile (does not absorb into the skin but rather evaporates from it) silicones like Cyclomethicone .",
